time,open,high,low,close,Buy,Sell,LinReg Candles (Open),LinReg Candles (High,LinReg Candles (Low),LinReg Candles (Close),LinReg Candles (Open),LinReg Candles (High,LinReg Candles (Low),LinReg Candles (Close),Plot,Volume
2026-01-27T09:39:00+05:30,25036.272158525884,25095.15,25036.272158525884,25086.9,0,0,25017.643261420264,25077.15909090909,25020.050227738055,25061.99602272729,,,,,25005.154707792215,1708230
2026-01-27T09:40:00+05:30,25061.586079262943,25094.1,25061.586079262943,25087.525,0,0,25039.819642073777,25093.55681818182,25043.473253543034,25082.919886363634,,,,,25022.08311688312,2212471
2026-01-27T09:41:00+05:30,25074.555539631474,25093.25,25071.2,25081.9,0,0,25061.3697642187,25106.386363636382,25063.312705070584,25095.745454545453,,,,,25039.301704545458,1799121
2026-01-27T09:42:00+05:30,25078.227769815738,25097.4,25064.75,25079.2875,0,0,25078.557609382086,25115.272727272724,25074.879429325425,25102.353409090912,,,,,25055.770048701303,2224435
2026-01-27T09:43:00+05:30,25078.757634907866,25141.85,25078.757634907866,25112.324999999997,0,0,25090.455509236483,25132.761363636364,25087.814491960024,25115.16079545456,,,,,25072.228084415587,2513850
2026-01-27T09:44:00+05:30,25095.54131745393,25147.6,25095.54131745393,25143.1,0,0,25102.808152345497,25147.06590909089,25099.134924727117,25132.341477272737,,,,,25089.301298701303,2247155
2026-01-27T09:45:00+05:30,25119.320658726967,25151,25119.320658726967,25144.7375,0,0,25117.57481480913,25157.163636363635,25114.666737620148,25145.19034090911,,,,,25105.101055194817,2433766
2026-01-27T09:46:00+05:30,25132.029079363485,25145.25,25125.1,25134.487500000003,0,0,25131.38257785912,25162.27727272726,25127.034944029365,25150.298863636363,,,,,25117.71574675325,1440940
2026-01-27T09:47:00+05:30,25133.258289681744,25161.35,25121,25142.225,0,0,25140.840720747725,25167.199999999993,25133.672830601547,25154.345454545462,,,,,25127.919399350656,1865079
2026-01-27T09:48:00+05:30,25137.74164484087,25161.85,25137.74164484087,25155.825,0,0,25147.59308764659,25169.206818181814,25142.06250106825,25158.734090909078,,,,,25136.91777597403,1498351
